N_MODEL,HIDDEN_SIZE,N_LAYERS,DIRECTIONS,RECALL,PRECISION,F1,RECALL_WO_O,PRECISION_WO_O,F1_WO_O
Model_Glove_1,500,1,1,0.7954628169355817,0.8025035896724808,0.7648056284334134,0.7897755610972569,0.7970121059439226,0.7582659345606767
Model_Glove_2,500,2,1,0.7483925755186218,0.7415926460862622,0.7416836455394346,0.7692019950124688,0.7622129902355436,0.762306519972763
Model_Glove_3,500,3,1,0.8118403493873589,0.8198173759568163,0.7943964876626614,0.8344139650872818,0.8426127967596055,0.8164850683046531
Model_Glove_4,500,1,2,0.7957054470459785,0.8184625840630417,0.795787609661991,0.7900249376558603,0.8315620422536185,0.8035781695290503
Model_Glove_5,500,2,2,0.8182700473128716,0.8283805178031736,0.8104230679455617,0.8400249376558604,0.8507978528674204,0.8321954813010186
Model_Glove_6,500,3,2,0.8188766225888633,0.8292959151501149,0.8062708556816739,0.8138403990024937,0.8381982168207022,0.8099282671718678
Model_Glove_7,800,1,2,0.8464151401188887,0.8422796116472898,0.83556812214873,0.84214463840399,0.839313974170968,0.8317245418493525
Model_Glove_8,800,2,2,0.8227587043552105,0.8147293919317081,0.8131540180946851,0.8178304239401496,0.8131621535465174,0.809874292760531
Model_Glove_9,800,3,2,0.8422904282421448,0.8476726841116768,0.8305959392640294,0.8389027431421446,0.8434371490190214,0.8263934397399159
